year,state_name,median_income,state
2020,Colorado,77688,08
2020,Connecticut,79723,09
2020,Delaware,71335,10
2020,District of Columbia,91957,11
2020,Florida,61724,12
2020,Georgia,62800,13
2020,Hawaii,86878,15
2020,Idaho,62603,16
2020,Illinois,71243,17
2020,Indiana,60794,18
2020,Iowa,62362,19
2020,Kansas,63214,20
2020,Kentucky,54074,21
2020,Louisiana,51730,22
2020,Maine,59145,23
2020,Maryland,88589,24
2020,Massachusetts,87288,25
2020,Michigan,61352,26
2020,Minnesota,75489,27
2020,Mississippi,47368,28
2020,Missouri,58812,29
2020,Montana,57730,30
2020,Nebraska,64735,31
2020,Nevada,64608,32
2020,New Hampshire,81415,33
2020,New Jersey,87095,34
2020,New Mexico,52285,35
2020,New York,73354,36
2020,North Carolina,59616,37
2020,North Dakota,64289,38
2020,Ohio,60360,39
2020,Oklahoma,54512,40
2020,Oregon,67832,41
2020,Pennsylvania,64898,42
2020,Rhode Island,73919,44
2020,South Carolina,57216,45
2020,South Dakota,61149,46
2020,Tennessee,56962,47
2020,Texas,66048,48
2020,Utah,77785,49
2020,Vermont,67717,50
2020,Virginia,79154,51
2020,Washington,80319,53
2020,West Virginia,49202,54
2020,Wisconsin,64901,55
2020,Wyoming,67284,56
2021,Alabama,53990,01
2021,Alaska,78437,02
2021,Arizona,68967,04
2021,Arkansas,52577,05
2021,California,84831,06
2021,Colorado,82228,08
2021,Connecticut,83628,09
2021,Delaware,71636,10
2021,District of Columbia,91072,11
2021,Florida,63054,12
2021,Georgia,66507,13
2021,Hawaii,85547,15
2021,Idaho,66318,16
2021,Illinois,72215,17
2021,Indiana,62723,18
2021,Iowa,65645,19
2021,Kansas,64128,20
2021,Kentucky,55532,21
2021,Louisiana,52090,22
2021,Maine,64823,23
2021,Maryland,90129,24
2021,Massachusetts,89577,25
2021,Michigan,63444,26
2021,Minnesota,77712,27
2021,Mississippi,48871,28
2021,Missouri,61815,29
2021,Montana,63357,30
2021,Nebraska,66949,31
2021,Nevada,66194,32
2021,New Hampshire,88268,33
2021,New Jersey,89227,34
2021,New Mexico,54304,35
2021,New York,74230,36
2021,North Carolina,61997,37
2021,North Dakota,67603,38
2021,Ohio,62286,39
2021,Oklahoma,55829,40
2021,Oregon,71441,41
2021,Pennsylvania,68931,42
2021,Rhode Island,73324,44
2021,South Carolina,59447,45
2021,South Dakota,66843,46
2021,Tennessee,59698,47
2021,Texas,66959,48
2021,Utah,79449,49
2021,Vermont,72415,50
2021,Virginia,80926,51
2021,Washington,84155,53
2021,West Virginia,51122,54
2021,Wisconsin,67150,55
2021,Wyoming,66508,56
2022,Alabama,59703,01
2022,Alaska,88072,02
2022,Arizona,74355,04
2022,Arkansas,55505,05
2022,California,91517,06
2022,Colorado,89096,08
2022,Connecticut,88182,09
2022,Delaware,81933,10
2022,District of Columbia,99897,11
2022,Florida,69287,12
2022,Georgia,72742,13
2022,Hawaii,93683,15
2022,Idaho,72634,16
2022,Illinois,76744,17
2022,Indiana,66768,18
2022,Iowa,69708,19
2022,Kansas,68827,20
2022,Kentucky,59246,21
2022,Louisiana,55458,22
2022,Maine,69485,23
2022,Maryland,94957,24
2022,Massachusetts,94538,25
2022,Michigan,66926,26
2022,Minnesota,82343,27
2022,Mississippi,52788,28
2022,Missouri,64783,29
2022,Montana,67915,30
2022,Nebraska,69828,31
2022,Nevada,72348,32
2022,New Hampshire,90750,33
2022,New Jersey,96341,34
2022,New Mexico,59842,35
2022,New York,79463,36
2022,North Carolina,67516,37
2022,North Dakota,73240,38
2022,Ohio,65786,39
2022,Oklahoma,59632,40
2022,Oregon,75638,41
2022,Pennsylvania,71789,42
2022,Rhode Island,80873,44
2022,South Carolina,64227,45
2022,South Dakota,70597,46
2022,Tennessee,65231,47
2022,Texas,72279,48
2022,Utah,88531,49
2022,Vermont,74555,50
2022,Virginia,85838,51
2022,Washington,91255,53
2022,West Virginia,54097,54
2022,Wisconsin,71050,55
2022,Wyoming,71275,56
2023,Alabama,62248,01
2023,Alaska,88696,02
2023,Arizona,77158,04
2023,Arkansas,58748,05
2023,California,95473,06
2023,Colorado,92790,08
2023,Connecticut,91477,09
2023,Delaware,81615,10
2023,District of Columbia,104643,11
2023,Florida,73283,12
2023,Georgia,74521,13
2023,Hawaii,96716,15
2023,Idaho,74859,16
2023,Illinois,80346,17
2023,Indiana,69458,18
2023,Iowa,71662,19
2023,Kansas,70316,20
2023,Kentucky,61099,21
2023,Louisiana,58273,22
2023,Maine,73463,23
2023,Maryland,98568,24
2023,Massachusetts,99750,25
2023,Michigan,69097,26
2023,Minnesota,85070,27
2023,Mississippi,54386,28
2023,Missouri,68484,29
2023,Montana,70939,30
2023,Nebraska,74727,31
2023,Nevada,76332,32
2023,New Hampshire,97031,33
2023,New Jersey,99716,34
2023,New Mexico,62286,35
2023,New York,82052,36
2023,North Carolina,70838,37
2023,North Dakota,77346,38
2023,Ohio,67873,39
2023,Oklahoma,62120,40
2023,Oregon,80061,41
2023,Pennsylvania,73826,42
2023,Rhode Island,83518,44
2023,South Carolina,67988,45
2023,South Dakota,72794,46
2023,Tennessee,67651,47
2023,Texas,75778,48
2023,Utah,93030,49
2023,Vermont,80626,50
2023,Virginia,89864,51
2023,Washington,94553,53
2023,West Virginia,55875,54
2023,Wisconsin,74671,55
2023,Wyoming,73558,56
2024,Alabama,66704,01
2024,Alaska,96336,02
2024,Arizona,81404,04
2024,Arkansas,62146,05
2024,California,100130,06
2024,Colorado,96871,08
2024,Connecticut,95670,09
2024,Delaware,87510,10
2024,District of Columbia,109289,11
2024,Florida,77687,12
2024,Georgia,79912,13
2024,Hawaii,101581,15
2024,Idaho,80852,16
2024,Illinois,83327,17
2024,Indiana,71958,18
2024,Iowa,75623,19
2024,Kansas,75402,20
2024,Kentucky,64481,21
2024,Louisiana,61038,22
2024,Maine,76372,23
2024,Maryland,102835,24
2024,Massachusetts,104569,25
2024,Michigan,72336,26
2024,Minnesota,87120,27
2024,Mississippi,59301,28
2024,Missouri,71583,29
2024,Montana,75520,30
2024,Nebraska,76578,31
2024,Nevada,81129,32
2024,New Hampshire,100364,33
2024,New Jersey,104202,34
2024,New Mexico,67838,35
2024,New York,85768,36
2024,North Carolina,74055,37
2024,North Dakota,80132,38
2024,Ohio,72259,39
2024,Oklahoma,66124,40
2024,Oregon,84897,41
2024,Pennsylvania,77532,42
2024,Rhode Island,83250,44
2024,South Carolina,72507,45
2024,South Dakota,77494,46
2024,Tennessee,72007,47
2024,Texas,79723,48
2024,Utah,96398,49
2024,Vermont,82836,50
2024,Virginia,92116,51
2024,Washington,99309,53
2024,West Virginia,60662,54
2024,Wisconsin,77557,55
2024,Wyoming,76975,56
